TOI,TIC ID,Disposition
1001.01,88863718,PC
1007.01,65212867,PC
1009.01,107782586,PC
1011.01,114018671,PC
1019.01,341420329,PC
1025.01,297967252,PC
1027.01,20318757,PC
1027.02,20318757,PC
1027.03,20318757,PC
1032.01,146589986,PC
1035.01,361413119,PC
1036.01,146172354,PC
1042.01,360286627,PC
1044.01,463402815,PC
1056.01,421894914,PC
1057.01,323132914,PC
1058.01,31553893,PC
1059.01,380783252,PC
1063.01,406976746,PC
1074.01,327301957,PC
1077.01,369960846,PC
1079.01,379240073,PC
1080.01,161032923,PC
1081.01,253728991,PC
1082.01,261108236,PC
1083.01,322270620,PC
1086.01,468148930,PC
1091.01,193413306,PC
1095.01,375223080,PC
1100.01,318608749,PC
1103.01,351603103,PC
1104.01,451599528,PC
1106.01,384513078,PC
1116.01,304100538,PC
1117.01,295541511,PC
1125.01,80166433,PC
1131.01,198213332,PC
1137.01,89389197,PC
1139.01,202563254,PC
1154.01,459970307,PC
1162.01,13419950,PC
1163.01,375542276,PC
1169.01,302518439,PC
1174.01,154089169,PC
1176.01,230088370,PC
1180.01,158002130,PC
1184.01,233087860,PC
1187.01,372757221,PC
1189.01,112026224,PC
119.01,278683844,PC
119.02,278683844,PC
1194.01,147950620,PC
1196.01,69068526,PC
1197.01,92677094,PC
1204.01,467666275,PC
1205.01,287776397,PC
1207.01,364393429,PC
1208.01,273985865,PC
1208.02,273985865,PC
1208.03,273985865,PC
1209.01,30037565,PC
1211.01,50312495,PC
1212.01,389924075,PC
1214.01,451606970,PC
1215.01,453260209,PC
1216.01,141527965,PC
1217.01,248092710,PC
1218.01,294781547,PC
1219.01,294981566,PC
1222.01,374997123,PC
1224.01,299798795,PC
1224.02,299798795,PC
1225.01,150428703,PC
1225.02,150428703,PC
1226.01,177115354,PC
1232.01,364395234,PC
1238.01,153951307,PC
1238.02,153951307,PC
1241.01,159107668,PC
1242.01,198212955,PC
1243.01,219698776,PC
1244.01,219850915,PC
1245.01,229781583,PC
1247.01,232540264,PC
1248.01,232612416,PC
1249.01,232976128,PC
1252.01,233211762,PC
1254.01,236714379,PC
1258.01,288132261,PC
1261.01,356311210,PC
1262.01,365938305,PC
1263.01,406672232,PC
1264.01,416195870,PC
1269.01,198241702,PC
1269.02,198241702,PC
1274.01,459969957,PC
1277.02,153949511,PC
1279.01,224297258,PC
128.01,391949880,PC
1280.01,230017324,PC
1281.01,232971294,PC
1287.01,352764091,PC
1291.01,198186769,PC
1293.01,202504234,PC
1295.01,219852584,PC
1301.01,356867115,PC
1301.02,356867115,PC
1302.01,441797803,PC
1312.01,405904232,PC
1318.01,167092385,PC
1320.01,167403519,PC
133.01,219338557,PC
1345.01,160487753,PC
1346.01,219852882,PC
1346.02,219852882,PC
1347.01,229747848,PC
1347.02,229747848,PC
1350.01,233953967,PC
1355.01,372264750,PC
1356.01,277566483,PC
1361.01,277447970,PC
1362.01,395142888,PC
1364.01,26880783,PC
1381.01,275722992,PC
1389.01,353038705,PC
1404.01,352239069,PC
1404.02,352239069,PC
1410.01,199444169,PC
1413.01,119700084,PC
1415.01,148782377,PC
142.01,425934411,PC
1420.01,321857016,PC
1424.01,418959198,PC
1432.01,256783784,PC
1434.01,138588540,PC
1435.01,153976959,PC
1436.01,154383539,PC
1437.01,198356533,PC
1438.01,229650439,PC
1438.02,229650439,PC
1440.01,233617847,PC
1440.02,233617847,PC
1441.01,233951353,PC
1443.01,237232044,PC
1445.01,259172391,PC
1445.02,259172391,PC
1446.01,294471966,PC
1446.02,294471966,PC
1448.01,343628284,PC
1449.02,356158613,PC
145.01,265612438,PC
1450.01,377293776,PC
1451.01,417931607,PC
1453.01,198390247,PC
1453.02,198390247,PC
1454.01,294179385,PC
1464.01,229944666,PC
1466.01,237086564,PC
1467.01,240968774,PC
1472.01,306955329,PC
1473.01,352413427,PC
1475.01,431514478,PC
1482.01,252616865,PC
149.01,260985861,PC
1491.01,53875855,PC
1520.01,269238073,PC
1527.01,202375913,PC
1532.01,327579226,PC
1533.01,345143460,PC
1533.02,345143460,PC
1537.01,173612049,PC
1538.01,177244357,PC
1544.01,455791689,PC
1546.01,194203348,PC
155.01,129637892,PC
1551.01,288348498,PC
1559.01,241040309,PC
1560.01,241076290,PC
1563.01,249945230,PC
1565.01,251384275,PC
1581.01,370759867,PC
1586.01,445144327,PC
1588.01,50120414,PC
159.01,394657039,PC
1598.01,67418624,PC
161.01,348770361,PC
1610.01,219776325,PC
1616.01,322054600,PC
1620.01,378291076,PC
1621.01,387260717,PC
1630.01,317597583,PC
1638.01,312862941,PC
1641.01,422923265,PC
1643.01,298647682,PC
1648.01,376353509,PC
1652.01,154867950,PC
1653.01,156724719,PC
1654.01,258829450,PC
1655.01,266500992,PC
1659.01,288631580,PC
1659.02,288631580,PC
166.01,147203645,PC
1664.01,353782445,PC
1669.01,428679607,PC
167.01,149990841,PC
1670.03,441739020,PC
1675.01,81831095,PC
1677.01,87090944,PC
168.01,369457671,PC
1681.01,321041369,PC
1683.01,58542531,PC
1684.01,85031598,PC
1686.01,102672709,PC
1687.01,103448870,PC
1691.01,268334473,PC
1692.01,288636342,PC
1692.02,288636342,PC
1697.01,1884091865,PC
1698.01,190223929,PC
1699.01,22705558,PC
170.01,394698182,PC
1701.01,274215536,PC
1703.01,453387619,PC
1706.01,230377505,PC
1706.02,230377505,PC
1709.01,29119552,PC
171.01,309257814,PC
1713.01,15863518,PC
1716.01,14336130,PC
1717.01,149833117,PC
1718.01,257241363,PC
1719.01,293617835,PC
1722.01,85242435,PC
1723.01,71431780,PC
1727.01,241225337,PC
173.01,270341214,PC
173.02,270341214,PC
1730.01,318022259,PC
1730.02,318022259,PC
1730.03,318022259,PC
1732.01,470987100,PC
1734.01,224596152,PC
1735.01,365673804,PC
1737.01,233009109,PC
1738.01,104208182,PC
1739.01,159418353,PC
1740.01,174041208,PC
1741.01,198206613,PC
1742.01,219857012,PC
1743.01,219860288,PC
1744.01,229455001,PC
1745.01,232635922,PC
1746.01,232650365,PC
1746.02,232650365,PC
1747.01,233071822,PC
1748.01,233071926,PC
1750.01,237099296,PC
1752.01,287139872,PC
1752.02,287139872,PC
1753.01,289580577,PC
1754.01,332477926,PC
1756.01,364074068,PC
1757.01,367753709,PC
1757.02,367753709,PC
1758.01,367858035,PC
1761.01,424391516,PC
1762.01,435680451,PC
1763.01,441739871,PC
1764.01,1551345500,PC
1765.01,272672133,PC
1768.01,137906197,PC
1772.01,85293053,PC
1772.02,85293053,PC
1775.01,9348006,PC
1776.01,21535395,PC
1777.01,29191624,PC
1778.01,39699648,PC
1782.01,160045097,PC
1782.02,160045097,PC
1782.03,160045097,PC
1783.01,229938290,PC
1785.01,230386259,PC
1787.01,372730331,PC
1792.01,29191596,PC
1794.01,286916251,PC
1798.01,198153540,PC
1798.02,198153540,PC
1799.01,8967242,PC
1802.01,138762614,PC
1803.01,144401492,PC
1803.02,144401492,PC
1804.01,148679712,PC
1805.01,165763244,PC
1806.01,166648874,PC
1806.02,166648874,PC
1806.03,166648874,PC
1812.01,207425167,PC
1812.02,207425167,PC
1812.03,207425167,PC
1814.01,160440924,PC
1817.01,285094173,PC
1818.01,330799746,PC
1823.01,142381532,PC
1824.01,142387023,PC
1825.01,229750058,PC
1829.01,235905185,PC
1832.01,307956397,PC
1835.01,347332255,PC
1835.02,347332255,PC
1836.02,207468071,PC
1839.01,381714186,PC
1845.01,272758199,PC
1846.01,198385543,PC
1847.02,54002556,PC
1852.01,219728669,PC
1854.01,157225097,PC
1855.01,81247740,PC
1858.01,424733642,PC
1861.01,323295479,PC
1866.01,400430915,PC
1868.01,230087585,PC
1869.01,299780329,PC
1870.01,230375747,PC
1872.01,229490898,PC
1873.01,328933398,PC
1873.02,328933398,PC
1873.03,328933398,PC
1875.01,233047097,PC
1876.01,233078665,PC
1878.01,219762508,PC
1879.01,243335710,PC
1880.01,359357695,PC
1881.01,59859387,PC
1882.01,396368313,PC
1883.01,348755728,PC
1884.01,219879302,PC
1886.01,403136415,PC
1887.01,229586455,PC
1889.01,139771134,PC
1890.01,288636599,PC
1892.01,63698669,PC
1893.01,264544388,PC
1894.01,280865159,PC
1895.01,384159646,PC
1896.01,174302697,PC
1938.01,128449971,PC
1940.01,7413227,PC
1943.01,382980571,PC
1949.01,334125713,PC
1951.01,356590734,PC
1954.01,466113537,PC
1958.01,356747847,PC
196.01,234519192,PC
1960.01,318828309,PC
1961.01,179319057,PC
1963.01,190271688,PC
1964.01,242083025,PC
1966.01,242120884,PC
1970.01,162695785,PC
1972.01,267414551,PC
1973.01,47617161,PC
1981.01,378613125,PC
1982.01,437329044,PC
1994.01,445903569,PC
1995.01,299023386,PC
1997.01,142378043,PC
2001.01,118084044,PC
2003.01,58463434,PC
2005.01,147660886,PC
2007.01,219466784,PC
2009.01,243187830,PC
201.02,350618622,PC
2010.01,26547036,PC
2015.01,368287008,PC
2016.01,219508169,PC
2016.02,219508169,PC
2016.03,219508169,PC
202.01,355509914,PC
2026.01,407059875,PC
2031.01,470127886,PC
2033.01,53617134,PC
2035.01,53709089,PC
2036.01,368320811,PC
2037.01,405559035,PC
2039.01,237071229,PC
204.01,281781375,PC
2040.01,427730490,PC
2043.01,346929661,PC
2045.01,347013211,PC
2049.01,314835525,PC
205.01,281575427,PC
2050.01,316468545,PC
2051.01,375850439,PC
2057.01,229888286,PC
2063.01,334811204,PC
2067.01,147951030,PC
2068.01,417931300,PC
2069.01,198187049,PC
2070.01,233182695,PC
2071.01,198360694,PC
2072.01,900715901,PC
2073.01,441642457,PC
2074.01,158075010,PC
2075.01,23814735,PC
2077.01,230075227,PC
2079.01,224298134,PC
2079.02,224298134,PC
208.01,314865962,PC
2080.01,367739494,PC
2081.02,321669174,PC
2082.01,160039081,PC
2083.01,233633993,PC
2085.01,103633672,PC
2086.01,230387153,PC
2086.02,230387153,PC
2087.01,219462190,PC
2088.01,441765914,PC
2089.01,341815197,PC
209.01,52204645,PC
2090.01,233721037,PC
2091.01,219778329,PC
2092.01,393965778,PC
2093.01,402898317,PC
2094.01,356016119,PC
2098.01,356700488,PC
210.01,141608198,PC
2100.01,219436394,PC
2101.01,165527918,PC
2102.01,289590465,PC
2102.02,289590465,PC
2103.01,160491359,PC
2103.02,160491359,PC
2104.01,367630162,PC
2104.02,367630162,PC
2104.03,367630162,PC
2104.04,367630162,PC
2104.05,367630162,PC
2105.01,156199502,PC
2107.01,446549906,PC
2112.01,427320001,PC
2112.02,427320001,PC
2113.01,1400212743,PC
2114.01,9828416,PC
2120.01,389900760,PC
2123.01,105840719,PC
2128.01,21832928,PC
213.01,234345288,PC
213.02,234345288,PC
2133.01,39200363,PC
2134.01,75878355,PC
2134.02,75878355,PC
214.01,167415965,PC
214.02,167415965,PC
2142.01,44313455,PC
2143.01,103195323,PC
2144.01,428988981,PC
2147.01,341630071,PC
2149.01,1716467085,PC
215.01,231912935,PC
2155.01,461591646,PC
2160.01,284477310,PC
2163.01,43429656,PC
2166.01,233680651,PC
2169.01,8516795,PC
2170.01,154741689,PC
2174.01,159815224,PC
218.01,32090583,PC
218.02,32090583,PC
2181.01,233068569,PC
2183.01,1715469662,PC
2185.01,355096431,PC
2186.01,238171173,PC
2187.01,270472265,PC
2188.01,260797169,PC
2189.01,270342589,PC
2190.01,389421473,PC
2191.01,262471759,PC
2192.01,277890574,PC
2195.01,24695044,PC
2200.01,142105158,PC
2201.01,219306934,PC
2205.01,260298958,PC
2208.01,38680052,PC
2209.01,271806353,PC
2210.01,317089588,PC
2211.01,212253390,PC
2212.01,280803917,PC
2213.01,406318573,PC
2214.01,272236017,PC
2216.01,39018923,PC
2217.01,234330672,PC
2219.01,278138619,PC
2220.01,150437346,PC
2222.01,306510653,PC
2223.01,273695332,PC
2224.01,388198242,PC
2225.01,271891552,PC
2226.01,403135192,PC
2227.01,405425498,PC
2227.02,405425498,PC
2229.01,143410850,PC
2232.01,439444938,PC
2238.01,231077395,PC
2241.01,96973930,PC
2242.01,92562123,PC
2244.01,1989628303,PC
2245.01,278415929,PC
2248.01,179580045,PC
225.01,47525799,PC
2251.01,229715760,PC
2252.01,233066156,PC
2254.01,233688779,PC
2255.01,265146266,PC
2256.01,262880065,PC
2259.01,219501568,PC
2261.01,229787062,PC
2262.01,165530380,PC
2263.01,159400561,PC
2264.01,235943205,PC
2265.01,310231275,PC
2266.01,8348911,PC
2267.01,459837008,PC
2267.02,459837008,PC
2267.03,459837008,PC
2268.01,20203297,PC
2269.02,441798995,PC
2269.03,441798995,PC
227.01,2760710,PC
2270.01,198178505,PC
2273.01,142117976,PC
2274.01,289164482,PC
2274.02,289164482,PC
2275.01,272679240,PC
2276.01,198456933,PC
2277.01,288516853,PC
2278.01,243313296,PC
2279.01,115623434,PC
2280.01,115583726,PC
2281.01,264171144,PC
2282.01,237211410,PC
2286.01,237201858,PC
2287.01,160077104,PC
2288.01,462615350,PC
2289.01,82452140,PC
2290.01,321688498,PC
2291.01,236934937,PC
2292.01,236934268,PC
2293.01,71347873,PC
2294.01,284361752,PC
2295.01,48018596,PC
2296.01,165554103,PC
2297.01,233500935,PC
2298.01,229608594,PC
2300.01,280031353,PC
2300.02,280031353,PC
2300.03,280031353,PC
2301.01,283829553,PC
2304.01,70420766,PC
2306.01,147284470,PC
2307.01,270219048,PC
2308.01,234489976,PC
2309.01,328012209,PC
2310.01,38467100,PC
2312.01,147425389,PC
2313.01,325468685,PC
2314.01,355446093,PC
2321.01,138126035,PC
2322.01,300812741,PC
2322.02,300812741,PC
2324.01,69819610,PC
2326.01,175456679,PC
2327.01,177308364,PC
2328.01,394287035,PC
2329.01,238920875,PC
233.01,415969908,PC
233.02,415969908,PC
2331.01,168751223,PC
2332.01,286000547,PC
2333.01,358579111,PC
2334.01,200743403,PC
2336.01,88902249,PC
2339.01,279514271,PC
234.01,12423815,PC
2341.01,100267480,PC
2343.01,166834768,PC
2344.01,311179742,PC
2345.01,91555165,PC
2345.02,91555165,PC
2346.01,317483660,PC
2348.01,317019074,PC
235.01,280095254,PC
2350.01,47601197,PC
2350.02,47601197,PC
2352.01,32925763,PC
2353.01,177079323,PC
2355.01,124515764,PC
2356.01,30947715,PC
2357.01,124206468,PC
2358.01,124095888,PC
2359.01,436102447,PC
2361.01,204671232,PC
2362.01,302924206,PC
2363.01,445456888,PC
2367.01,441159680,PC
2368.01,401125028,PC
2369.01,220068921,PC
2370.01,347357977,PC
2371.01,432132155,PC
2374.01,439366538,PC
2375.01,164150537,PC
2376.01,326522874,PC
2378.01,231063955,PC
2379.01,201177276,PC
2381.01,39080923,PC
2382.01,2760219,PC
2384.01,382602147,PC
2385.01,231850364,PC
2388.01,382625239,PC
2389.01,89544985,PC
2390.01,369965258,PC
2391.01,299897516,PC
2392.01,149349867,PC
2392.02,149349867,PC
2392.03,149349867,PC
2393.01,231071138,PC
2394.01,144297844,PC
2395.01,144124187,PC
2397.01,306337838,PC
2398.01,322807675,PC
2399.01,219701535,PC
240.01,101948569,PC
2401.01,11521555,PC
2402.01,1525480,PC
2404.01,142087638,PC
2404.02,142087638,PC
2404.03,142087638,PC
2405.01,231297123,PC
2407.01,153078576,PC
2408.01,67630845,PC
2415.01,161223358,PC
2419.01,358248442,PC
2420.01,268532343,PC
2423.01,197807043,PC
2425.01,248387177,PC
2426.01,97486178,PC
2429.01,420051632,PC
2430.01,23170835,PC
2431.01,258804746,PC
2432.01,347553438,PC
2433.01,405763009,PC
2435.01,298164705,PC
2436.01,154568734,PC
2437.01,251094370,PC
2439.01,274194927,PC
2441.01,219175972,PC
2441.02,219175972,PC
2446.01,142868621,PC
2448.02,231721005,PC
2449.01,170729775,PC
245.01,154618248,PC
2450.01,408114363,PC
2453.01,59128183,PC
2454.01,67782629,PC
2455.01,434260570,PC
2456.01,311271011,PC
2457.01,117799904,PC
2458.01,449197831,PC
2462.01,248434780,PC
2463.01,452375478,PC
2465.01,146523262,PC
2467.01,71013298,PC
2470.01,298981199,PC
2471.01,71088556,PC
2472.01,248650906,PC
2473.01,399868187,PC
2474.01,449257028,PC
2477.01,412054152,PC
2478.01,262435954,PC
2479.01,167661160,PC
248.01,201793781,PC
2481.01,262258341,PC
2482.01,117938087,PC
2484.01,68035559,PC
2485.01,328934463,PC
2486.01,369376388,PC
2487.01,394346745,PC
2488.01,139251123,PC
249.01,179985715,PC
2490.01,77437543,PC
2493.01,123664207,PC
2494.01,282576340,PC
2494.02,282576340,PC
2495.01,33091590,PC
2496.01,160328683,PC
2500.01,206785987,PC
2501.01,134471108,PC
2504.01,206906112,PC
2505.01,443127052,PC
2507.01,354519019,PC
2508.01,147430118,PC
2512.01,124491883,PC
2513.01,59842822,PC
2514.01,317134140,PC
2515.01,123627908,PC
2516.01,295947393,PC
2518.01,96925186,PC
2519.01,47720259,PC
2520.01,177414713,PC
2522.01,148883384,PC
2523.01,443213925,PC
2526.01,380836882,PC
2527.01,126572546,PC
2528.01,83154030,PC
253.01,322063810,PC
2530.01,52059926,PC
2531.01,262843259,PC
2532.01,20579360,PC
2533.01,418012030,PC
2534.01,219332978,PC
2535.01,204698337,PC
2536.01,20299658,PC
2537.01,399967279,PC
2538.01,443115574,PC
2539.01,201508515,PC
2540.01,354518617,PC
2541.01,31054498,PC
2542.01,431971818,PC
2544.01,341419787,PC
2549.01,80711765,PC
2551.01,6276559,PC
2552.01,31515092,PC
2553.01,238542895,PC
2557.01,269400980,PC
2558.01,283307274,PC
2559.01,441453629,PC
2560.01,441155146,PC
2561.01,422385684,PC
2562.01,420177051,PC
2563.01,387409975,PC
2564.01,334482103,PC
2565.01,321086563,PC
2566.01,284679064,PC
2568.01,257067559,PC
2569.01,248655556,PC
2572.01,234489133,PC
2573.01,160037058,PC
2574.01,159332859,PC
2575.01,142784687,PC
2576.01,115453244,PC
2577.01,112316665,PC
2578.01,104986789,PC
2580.01,102713734,PC
2581.01,37862966,PC
2582.01,21279791,PC
2584.01,458641144,PC
2586.01,458647887,PC
2588.01,284418751,PC
2590.01,234832821,PC
2592.01,284122875,PC
2593.01,258983679,PC
2594.01,229167359,PC
2597.01,220139435,PC
2599.01,235333495,PC
260.01,37749396,PC
2600.01,234160911,PC
2601.01,456844391,PC
2603.01,176772671,PC
2606.01,355800238,PC
2608.01,269850928,PC
261.01,63898957,PC
2612.01,149572298,PC
2613.01,52315301,PC
2614.01,263075864,PC
2615.01,38965512,PC
2616.01,273850708,PC
2617.01,260537454,PC
2618.01,231076038,PC
2619.01,31943299,PC
2620.01,394346647,PC
2621.01,388202128,PC
2622.01,382259755,PC
2624.01,349410350,PC
2625.01,308396509,PC
2626.01,300604770,PC
2627.01,262829328,PC
2628.01,260541432,PC
2629.01,259901731,PC
2630.01,391900348,PC
2631.01,140067837,PC
2633.01,386131764,PC
2634.01,318812447,PC
2635.01,358557578,PC
2636.01,119925436,PC
2638.01,458342769,PC
2639.01,98753307,PC
2640.01,135036669,PC
2645.01,372818426,PC
2647.01,234527228,PC
2648.01,231833236,PC
2649.01,230980206,PC
2650.01,453100296,PC
2652.01,372852036,PC
2654.01,200805484,PC
2655.01,166851829,PC
2656.01,231065398,PC
2657.01,160004025,PC
2658.01,31634579,PC
2659.01,147456499,PC
266.01,164767175,PC
266.02,164767175,PC
2660.01,372817671,PC
2661.01,144125079,PC
2662.01,423672208,PC
2665.01,186936449,PC
2668.01,192076548,PC
2670.01,190721237,PC
2673.01,1018843,PC
2676.01,420016507,PC
2677.01,398736713,PC
2678.01,354517490,PC
2679.01,323295908,PC
268.01,219253008,PC
2681.01,209408136,PC
2682.01,200803270,PC
2683.01,200320748,PC
2684.01,161568891,PC
2685.01,161479081,PC
2686.01,159989004,PC
2687.01,155993822,PC
2688.01,98728690,PC
2689.01,92363023,PC
2690.01,92359852,PC
2691.01,71345362,PC
2692.01,38399060,PC
2693.01,30016082,PC
2696.01,139445621,PC
2697.01,139445453,PC
2698.01,100683605,PC
2699.01,77958378,PC
2700.01,56096837,PC
2701.01,44791617,PC
2702.01,43604949,PC
2703.01,43475220,PC
2704.01,32677675,PC
2705.01,169448771,PC
2706.01,457202957,PC
2709.01,452810326,PC
2710.01,408231638,PC
2711.01,396896334,PC
2712.01,362026280,PC
2713.01,332660287,PC
2714.01,332534326,PC
2715.01,311239796,PC
2716.01,284859630,PC
2718.01,248655096,PC
2719.01,176314383,PC
2720.01,169448297,PC
2721.01,167714124,PC
2722.01,153725446,PC
2723.01,152477897,PC
2724.01,119290630,PC
2726.01,100589633,PC
2727.01,51830822,PC
2728.01,42763678,PC
2729.01,39724477,PC
2730.01,37240067,PC
2731.01,34729329,PC
2733.01,34266522,PC
2734.01,21505121,PC
2735.01,20069685,PC
2736.01,91869778,PC
2737.01,445946478,PC
2738.01,445145355,PC
2739.01,319473643,PC
2741.01,283303192,PC
2742.01,282102605,PC
2745.01,237770757,PC
2746.01,237736186,PC
2748.01,237552878,PC
2749.01,235448190,PC
2750.01,235300016,PC
2751.01,231157209,PC
2752.01,170367033,PC
2753.01,168191686,PC
2755.01,148004811,PC
2756.01,147437399,PC
2757.01,147125706,PC
2758.01,147034452,PC
2761.01,96736412,PC
2763.01,78441371,PC
2764.01,53122063,PC
2765.01,52976395,PC
2767.01,48806546,PC
2768.01,443556801,PC
2769.01,443534757,PC
2770.01,438057373,PC
2772.01,435934762,PC
2774.01,388934707,PC
2776.01,35636165,PC
2777.01,35483319,PC
2778.01,332860211,PC
2780.01,317546777,PC
2781.01,317417916,PC
2782.01,306903715,PC
2783.01,302976834,PC
2784.01,302766000,PC
2785.01,300204369,PC
2786.01,281987399,PC
2787.01,270677031,PC
2788.01,255756918,PC
279.01,122613513,PC
2790.01,247518629,PC
2791.01,237406657,PC
2792.01,237362186,PC
2793.01,235077268,PC
2794.01,232139628,PC
2795.01,232052748,PC
2797.01,206897186,PC
2798.01,160347548,PC
2799.01,156887426,PC
280.01,42054565,PC
2800.01,147804034,PC
2801.01,140287227,PC
2802.01,139444326,PC
2804.01,44764338,PC
2806.01,193220940,PC
2807.01,11936042,PC
